id,ACTION
1,0.936434
2,0.940865
3,0.943741
4,0.942888
5,0.941543
6,0.948994
7,0.939323
8,0.947126
9,0.929123
10,0.941975
11,0.941474
12,0.941215
13,0.938558
14,0.938809
15,0.943429
16,0.942158
17,0.938351
18,0.942001
19,0.942561
20,0.919368
21,0.942084
22,0.953443
23,0.944376
24,0.942226
25,0.942356
26,0.972208
27,0.935668
28,0.940486
29,0.939899
30,0.939291
31,0.941342
32,0.944646
33,0.940998
34,0.939910
35,0.941374
36,0.941932
37,0.943492
38,0.951421
39,0.936713
40,0.939072
41,0.928961
42,0.949228
43,0.938235
44,0.942282
45,0.942106
46,0.952402
47,0.943158
48,0.938221
49,0.941454
50,0.895273
51,0.949779
52,0.941124
53,0.941406
54,0.935796
55,0.939204
56,0.938885
57,0.943117
58,0.940928
59,0.938148
60,0.940050
61,0.941076
62,0.941368
63,0.937895
64,0.944340
65,0.942768
66,0.955100
67,0.897747
68,0.945102
69,0.941873
70,0.939738
71,0.923543
72,0.941659
73,0.939810
74,0.941391
75,0.941244
76,0.948692
77,0.942595
78,0.941945
79,0.943286
80,0.950248
81,0.942362
82,0.941882
83,0.949745
84,0.940652
85,0.940688
86,0.937158
87,0.940506
88,0.943821
89,0.943535
90,0.943433
91,0.944447
92,0.941454
93,0.947346
94,0.941763
95,0.943489
96,0.938074
97,0.942036
98,0.938936
99,0.945574
100,0.941332
101,0.942582
102,0.954796
103,0.942104
104,0.927959
105,0.942261
106,0.944413
107,0.945495
108,0.942037
109,0.939980
110,0.940472
111,0.940113
112,0.934636
113,0.941886
114,0.944096
115,0.939075
116,0.941622
117,0.941149
118,0.940822
119,0.941972
120,0.939382
121,0.941843
122,0.920578
123,0.940884
124,0.947156
125,0.944776
126,0.941883
127,0.942000
128,0.941256
129,0.938135
130,0.950884
131,0.941762
132,0.940875
133,0.941878
134,0.939487
135,0.941009
136,0.941919
137,0.941492
138,0.923317
139,0.940344
140,0.947078
141,0.941834
142,0.933119
143,0.933598
144,0.949861
145,0.941330
146,0.940972
147,0.941380
148,0.943303
149,0.942676
150,0.953677
151,0.941506
152,0.942586
153,0.921830
154,0.941926
155,0.940007
156,0.941886
157,0.938715
158,0.939673
159,0.942461
160,0.942178
161,0.941843
162,0.943158
163,0.938354
164,0.941456
165,0.937992
166,0.940160
167,0.941884
168,0.941817
169,0.941977
170,0.937332
171,0.941530
172,0.948987
173,0.940516
174,0.940449
175,0.951444
176,0.941783
177,0.936952
178,0.942857
179,0.941980
180,0.940307
181,0.937987
182,0.950783
183,0.937219
184,0.923503
185,0.942871
186,0.941683
187,0.942884
188,0.937109
189,0.923644
190,0.947446
191,0.945077
192,0.938310
193,0.941715
194,0.942534
195,0.942771
196,0.941098
197,0.960507
198,0.941425
199,0.942871
200,0.940403
201,0.944083
202,0.943351
203,0.938049
204,0.941744
205,0.950911
206,0.943118
207,0.941489
208,0.940678
209,0.936953
210,0.923808
211,0.941302
212,0.929143
213,0.943271
214,0.942058
215,0.942083
216,0.941931
217,0.943515
218,0.936633
219,0.943210
220,0.939599
221,0.971658
222,0.940479
223,0.943367
224,0.928059
225,0.939554
226,0.941497
227,0.938022
228,0.941299
229,0.943465
230,0.942992
231,0.941874
232,0.940518
233,0.940688
234,0.947575
235,0.941850
236,0.929333
237,0.941783
238,0.941518
239,0.941854
240,0.941056
241,0.938017
242,0.937261
243,0.944117
244,0.941538
245,0.927246
246,0.941328
247,0.941076
248,0.944499
249,0.936517
250,0.943140
251,0.943015
252,0.940984
253,0.939915
254,0.952290
255,0.940453
256,0.938385
257,0.940990
258,0.939037
259,0.942187
260,0.941753
261,0.941580
262,0.941281
263,0.945340
264,0.940867
265,0.937225
266,0.940604
267,0.941502
268,0.941011
269,0.936465
270,0.941424
271,0.941471
272,0.943976
273,0.946974
274,0.943145
275,0.944880
276,0.945433
277,0.937774
278,0.939732
279,0.934269
280,0.941995
281,0.942791
282,0.947159
283,0.939122
284,0.941969
285,0.943129
286,0.943045
287,0.940956
288,0.946550
289,0.926852
290,0.937332
291,0.938237
292,0.941400
293,0.941551
294,0.951642
295,0.952151
296,0.941671
297,0.942627
298,0.943860
299,0.941787
300,0.945191
301,0.940832
302,0.944721
303,0.941849
304,0.941607
305,0.947268
306,0.942078
307,0.940678
308,0.945429
309,0.942762
310,0.940663
311,0.950394
312,0.938236
313,0.941788
314,0.938864
315,0.931665
316,0.942218
317,0.952334
318,0.940354
319,0.941980
320,0.941387
321,0.949972
322,0.941550
323,0.945218
324,0.933751
325,0.932442
326,0.954833
327,0.944993
328,0.940310
329,0.943478
330,0.941418
331,0.949117
332,0.941373
333,0.941020
334,0.936021
335,0.940572
336,0.941993
337,0.948690
338,0.943454
339,0.943677
340,0.938453
341,0.949848
342,0.940264
343,0.938698
344,0.943203
345,0.942541
346,0.942029
347,0.944667
348,0.932106
349,0.941064
350,0.942975
351,0.945180
352,0.942132
353,0.941387
354,0.941933
355,0.941333
356,0.946559
357,0.941893
358,0.937053
359,0.940661
360,0.934078
361,0.942167
362,0.941335
363,0.944302
364,0.942158
365,0.944229
366,0.940406
367,0.940529
368,0.940515
369,0.942013
370,0.940226
371,0.939365
372,0.959856
373,0.940405
374,0.942227
375,0.944763
376,0.943490
377,0.941534
378,0.941072
379,0.941212
380,0.940575
381,0.942966
382,0.938360
383,0.940252
384,0.946767
385,0.996216
386,0.945312
387,0.941730
388,0.939994
389,0.940199
390,0.939414
391,0.943672
392,0.934102
393,0.923801
394,0.945120
395,0.941385
396,0.942999
397,0.941090
398,0.946507
399,0.940854
400,0.937951
401,0.939921
402,0.941758
403,0.943077
404,0.942453
405,0.944739
406,0.940321
407,0.942037
408,0.944455
409,0.939414
410,0.938071
411,0.941028
412,0.942004
413,0.938010
414,0.938830
415,0.949013
416,0.942501
417,0.941123
418,0.942155
419,0.937214
420,0.944888
421,0.947071
422,0.941150
423,0.938091
424,0.937952
425,0.941934
426,0.941629
427,0.949820
428,0.950237
429,0.944365
430,0.945701
431,0.948186
432,0.947574
433,0.942098
434,0.941754
435,0.969740
436,0.942713
437,0.937792
438,0.940842
439,0.944608
440,0.942518
441,0.946111
442,0.945043
443,0.943657
444,0.949010
445,0.941301
446,0.941531
447,0.935796
448,0.944003
449,0.945482
450,0.942542
451,0.938695
452,0.949409
453,0.960497
454,0.936725
455,0.937892
456,0.945979
457,0.942235
458,0.947127
459,0.942977
460,0.943742
461,0.940953
462,0.939224
463,0.943560
464,0.937919
465,0.940492
466,0.940172
467,0.942087
468,0.944194
469,0.943382
470,0.943125
471,0.939941
472,0.941271
473,0.942677
474,0.944366
475,0.943815
476,0.927071
477,0.945049
478,0.941185
479,0.941086
480,0.943610
481,0.948590
482,0.938061
483,0.944756
484,0.940852
485,0.943210
486,0.940684
487,0.937855
488,0.943101
489,0.948344
490,0.942017
491,0.937330
492,0.938820
493,0.941569
494,0.974005
495,0.939316
496,0.956209
497,0.942999
498,0.940386
499,0.942650
500,0.945336
501,0.940098
502,0.941105
503,0.942478
504,0.938974
505,0.941294
506,0.944027
507,0.946432
508,0.940800
509,0.938436
510,0.943781
511,0.941579
512,0.947219
513,0.940016
514,0.941871
515,0.941942
516,0.940831
517,0.939610
518,0.941787
519,0.943466
520,0.937936
521,0.943088
522,0.942504
523,0.955149
524,0.940899
525,0.941899
526,0.940164
527,0.942047
528,0.943528
529,0.940398
530,0.940748
531,0.937120
532,0.939967
533,0.953133
534,0.939873
535,0.932139
536,0.940419
537,0.946068
538,0.940081
539,0.941083
540,0.941102
541,0.926309
542,0.941015
543,0.940578
544,0.942747
545,0.939306
546,0.941090
547,0.914331
548,0.940157
549,0.929314
550,0.941906
551,0.942597
552,0.941829
553,0.942795
554,0.940827
555,0.931893
556,0.941745
557,0.942268
558,0.950266
559,0.941637
560,0.941619
561,0.928504
562,0.944564
563,0.941560
564,0.953468
565,0.949611
566,0.940921
567,0.939895
568,0.946577
569,0.936463
570,0.937906
571,0.940479
572,0.941455
573,0.940512
574,0.941181
575,0.941250
576,0.941926
577,0.939472
578,0.942528
579,0.940199
580,0.938091
581,0.940757
582,0.939246
583,0.942302
584,0.942591
585,0.939129
586,0.941900
587,0.944524
588,0.938889
589,0.943128
590,0.943558
591,0.943041
592,0.941979
593,0.941552
594,0.940252
595,0.943424
596,0.939953
597,0.942913
598,0.944685
599,0.938221
600,0.941992
601,0.951449
602,0.929072
603,0.942803
604,0.942398
605,0.939595
606,0.940547
607,0.940808
608,0.943389
609,0.938983
610,0.941966
611,0.941484
612,0.940231
613,0.940511
614,0.940944
615,0.945208
616,0.941810
617,0.937207
618,0.940971
619,0.945043
620,0.933063
621,0.945705
622,0.942622
623,0.941846
624,0.940665
625,0.941727
626,0.940963
627,0.939416
628,0.943574
629,0.943947
630,0.948033
631,0.942656
632,0.941461
633,0.942011
634,0.940160
635,0.939342
636,0.943206
637,0.940686
638,0.940026
639,0.926405
640,0.943688
641,0.939090
642,0.950482
643,0.939792
644,0.941442
645,0.941902
646,0.936663
647,0.950339
648,0.939961
649,0.948736
650,0.942753
651,0.941754
652,0.978669
653,0.940945
654,0.939404
655,0.942249
656,0.942909
657,0.939337
658,0.940841
659,0.940457
660,0.940602
661,0.943821
662,0.944805
663,0.942594
664,0.939855
665,0.943664
666,0.940208
667,0.921831
668,0.943571
669,0.941289
670,0.939132
671,0.938211
672,0.941195
673,0.942762
674,0.942213
675,0.944068
676,0.936936
677,0.941621
678,0.939922
679,0.954827
680,0.945470
681,0.939791
682,0.939887
683,0.942140
684,0.940976
685,0.943425
686,0.942835
687,0.937146
688,0.943069
689,0.942689
690,0.940280
691,0.942446
692,0.942033
693,0.945437
694,0.942897
695,0.943809
696,0.943997
697,0.942457
698,0.939048
699,0.940680
700,0.940631
701,0.920863
702,0.944694
703,0.968510
704,0.938502
705,0.942047
706,0.951545
707,0.946519
708,0.942390
709,0.940439
710,0.940728
711,0.942263
712,0.943048
713,0.940398
714,0.940789
715,0.940948
716,0.927671
717,0.942031
718,0.936391
719,0.942881
720,0.937168
721,0.923166
722,0.942127
723,0.944495
724,0.937048
725,0.941936
726,0.945481
727,0.941603
728,0.941623
